Category,Description,Price,Location,"Image URL"
Appartements,"ETAGE S+4 A EZZAHRA","900 TND","Ben Arous, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=03/0318639c-fa43-4e4e-ac01-182a933cbbe2&w=300
Appartements,"A vendre des appartements direct promoteur"," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=75/75b0e63f-cc4a-4f2c-97e3-225304d245f5&w=100&w=300
Appartements," 🔥🔥 A louer un S+2 meuble a la Marsa plage ","2000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=65/65fc2ea5-a37d-4f76-bcf1-b2198cfd8206&w=100&w=300
Appartements,"A vendre un appartement en s+2","320000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=75/75b0e63f-cc4a-4f2c-97e3-225304d245f5&w=100&w=300
Voitures,"Fiant siena ","16 TND","La Manouba, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f2/f2a58114-8b50-41c8-9272-1bfd159dc026&w=300
"Accessoires informatiques et Gadgets","disque dur externe generic 160gb","50 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ab/aba36d6a-a691-40ba-a3a1-3eff934b6d55&w=300
Voitures,"Alpha Romeo 146","6500 TND","Sfax, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=03/034d4a77-e202-42d9-96b6-4a956e776430&w=300
Vêtements,"pantalon survêtement Nike xxl","35 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d7/d736cef1-4899-4b1d-809a-e34fce5c8a41&w=300
Appartements,"A vendre un appartement en s+1","185000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=75/75b0e63f-cc4a-4f2c-97e3-225304d245f5&w=100&w=300
"Ordinateurs portables","Référence : AIR-LAP1041N-E-K","11 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=03/0303671d-7ad0-4a31-911d-a865ca1eab02&w=300
"Bureaux et Plateaux","Bureaux à Montplaisir","1700 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ad/adc1c8d3-a90c-47a7-9057-3867ab26f191&w=300
"Maisons et Villas","Villa 500 m² à Mornaguia","650000 TND","La Manouba, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ba/ba90cb49-ab6e-4914-8e26-3e940e961d00&w=300
Appartements,"STUDIO S0 SEMI MEUBLE A EZZAHRA","300 TND","Ben Arous, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=db/dbb7dfaf-b755-4f58-a497-55cd52dd6501&w=300
Appartements,"A vendre un appartement en s+3","265000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=75/75b0e63f-cc4a-4f2c-97e3-225304d245f5&w=100&w=300
Téléphones,"Redmi 10C (4/64)","280 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=06/06c50650-7939-4074-9e2c-be0d8e1c36a8&w=300
Appartements,"A louer un s+1 jamais habiter","1100 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=75/75b0e63f-cc4a-4f2c-97e3-225304d245f5&w=100&w=300
Appartements,"A louer un appartement meublé","1100 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=75/75b0e63f-cc4a-4f2c-97e3-225304d245f5&w=100&w=300
"Accessoires informatiques et Gadgets","Autoradio alpine","1350 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=e1/e1ee0339-f49d-420e-9f18-f1d9266fe798&w=300
Appartements,"A louer un appartement en s+2 jamais habiter","1500 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=75/75b0e63f-cc4a-4f2c-97e3-225304d245f5&w=100&w=300
Téléphones,"Nokia c 10 2 G ram 32 G stockage a vendre avec son paquet 0 rayure 51624765","190 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=74/74db7fa4-d641-45d3-b7ea-c5166378dcf5&w=300
Appartements,"Appartement à vendre route mahdia","38000 TND","Sfax, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=be/be9cab6e-50c0-485c-9bdc-1af3c5b170f6&w=300
"Meubles et Décoration","كرسي نضيف برشا. محسوب مستعمل اشهر","650 TND","Sousse, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f3/f328ffaf-9202-4679-a564-c2b214bee278&w=300
Téléphones,"chargeur oppo supervooc 33w original 40d fix TL 55738660","40 TND","La Manouba, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=9f/9f3c1e95-c4d0-41a7-bff5-9be0ef9ed6be&w=300
Téléphones,"chargeur xiaomi 33W original 40d fix 55738660","40 TND","La Manouba, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=e5/e5d62bf1-e3aa-4bca-b109-e20e37d5d715&w=300
Voitures,"cach moteur golf 6_1.4 essence 70d prix fix TL 55738660","70 TND","La Manouba, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=37/3731fcf3-66d5-4400-ac4d-2bab54becc0d&w=300
Chaussures,salomon,"130 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=bd/bdb78424-74f6-4a69-97fd-88b90778d298&w=300
"Terrains et Fermes","5300 ‏متر مربع ،، في الحمامات.. منطقة بني واءل ... 15 ‏دقيقة على البحر الحمامات"," TND","Nabeul, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d1/d1acb8dd-acd8-4e6b-bddc-2e9d4a65b0c9&w=300
"Pièces et Accessoires pour véhicules","phar Mégane 4 "," TND","Nabeul, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f5/f5568738-91bb-4f3d-8117-32ab7f4c3cd0&w=300
"Terrains et Fermes","Terrain agricole 7226 m² à Kelibia","295000 TND","Nabeul, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=07/07377aca-d991-44f6-bc2f-bf95713adf7c.png&w=100&w=300
"Image & Son","3 satellites LG & Subwoofer LG"," TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=cb/cbed2c96-047b-4f31-b14b-df6e3e27d951&w=300
Voitures,"voiture hyndai i10","38500 TND","Sousse, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=6f/6f26d5f8-6afe-4869-9e7d-1d56960271d9&w=300
Appartements,"STUDIO S1 MEUBLE A EZZAHRA","80 TND","Ben Arous, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=bc/bcfd95e4-5390-4f21-8df5-77f79b27a7c0&w=300
"Ordinateurs portables","Hp Quad core /RAM : 4Géga avec Ecran 19p 355 dt ","355 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=1f/1fa536b4-d298-4e0f-84a1-d8ce53a526e5&w=300
"Ordinateurs portables","EliteBook AMD A10 Èq i5 7ém/ FHD/ 8G/ SSD 256G ","750 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ba/baec3f03-a58d-4ac0-962b-f85513231faf&w=300
"Ordinateurs portables","💖🔥HP Pro I5- 4GB+Ecran +accessoires💖🔥"," TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f9/f97a3fe9-eed0-4865-b9a5-56c6d1cd02c1&w=300
"Magasins, Commerces et Locaux industriels","SHOWROOM 140M2 A EZZAHRA","1500 TND","Ben Arous, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=44/44b19f06-3ec6-4782-b7b7-daa5333e9f87&w=300
Vêtements,"je vide mon dressing ","40 TND","Ariana, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=6a/6a990240-cc95-48da-9bf5-44694e1fd0cc&w=300
"Magasins, Commerces et Locaux industriels","A louer un local commercial à l'Aouina","7800 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=70/704642bb-d404-4356-9415-596b15edce1d.png&w=100&w=300
Vêtements,"je vide mon dressing ","40 TND","Ariana, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=6a/6a990240-cc95-48da-9bf5-44694e1fd0cc&w=300
"Pièces et Accessoires pour véhicules","phare Nissan QASHQAI","1750 TND","Nabeul, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ce/ce837c22-b8a8-414b-afc7-99b41c3a96d4&w=300
"Image & Son","3 satellites LG & Subwoofer LG"," TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=84/84466e13-e4c5-44df-bccf-18cbe57ce61d&w=300
Tablettes,"Samsung galaxy view","2150 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f3/f3bdafd5-89af-47fb-b9e5-0369b0006dcd&w=300
Voitures,"Dacia Sandero 2023"," TND","Sousse, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d2/d20e5fbf-182a-4b3c-bf2a-844f09fd74d8&w=300
"Terrains et Fermes","A vendre un terrain de 1095m² à Ennaser","1752000 TND","Ariana, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=70/704642bb-d404-4356-9415-596b15edce1d.png&w=100&w=300
Appartements,"APPART S+2 A BASSATINE","500 TND","Ben Arous, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=3e/3ecda220-49d7-4f1a-8618-c6453650aef0&w=300
"Jeux vidéo et Consoles","PS4 Pro importé de France 🇫🇷","900 TND","Ariana, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=88/88f0a965-5eae-4bf3-9da1-7a39debc7e33&w=300
Appartements,"ETAGE S+3 HTS A BASSATINE","1100 TND","Ben Arous, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=2f/2f41a842-9d16-4ca8-8aed-3185b274b1e8&w=300
Appartements,"pour long ou une moyenne séjours , au centre ville la Marsa , loue un excellent un S +1 entièrement meublées avec un joli balcon et une excellente terrasse , loyer : 1800 d / mois , tous charge inclus tél : 29 318 386","1800 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=26/26e96a65-a3c5-44ca-a2cd-b99c43cc6b86&w=300
Voitures," 20046413 موتور و عجل وكروسة ڨرانتي 404 نضيفة ","6000 TND","Nabeul, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=38/38746769-5551-481e-8aad-9185d967fb2f&w=300
Appartements,"proche lac2 S2meublé cité Wehat à l'année ","1300 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=54/54d223ec-b000-4cb1-ab38-5bac94c4e3e8&w=300
"Ordinateurs portables","Ecran Dell 22"" Pivotant IPS Full HD HDMI","250 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=06/064bd08b-97a1-44d5-89cb-da50fbd46d39&w=300
"Ordinateurs portables","💖🔥Pc Portable i5/ 4Gb /charge 2h 💖🔥"," TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=00/00ae0f32-943f-451d-acf4-c9eac0e5e7c4&w=300
Appartements,"A vendre un appartement s2 à l'Aouina","280000 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=70/704642bb-d404-4356-9415-596b15edce1d.png&w=100&w=300
"Jeux vidéo et Consoles","A vendre PS4 Slim importé en très bonne état comme neuf avec garantie 03 mois","750 TND","Ariana, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d6/d63e1df9-fb98-4697-a9c7-75890610530c&w=300
Appartements,"TRÈS CHIC APP S+2 NON MEUBLÈ A🔥SLIM CENTRE KHZAMA","1300 TND","Sousse, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=65/65afba19-e086-4efe-a205-0dc8cafb5401&w=100&w=300
"Maisons et Villas","منزل للكراء
S+1
مجهز بالغاز الطبيعي و سخان
بحداءق المنزه 1 العمران الأعلى تونس
X3
لمزيد الاستفسار الاتصال بالرقم التالي
25907993\98913125
","400 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f6/f6a4344a-0eca-4c7b-a604-148754e626b9&w=300
Appartements,"Appartement S+3 Lac 1","410000 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ef/ef48483b-cc87-4a23-956e-4d1986cf8cb6&w=300
Appartements,"APPART S+2 A BOUMHAL","700 TND","Ben Arous, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d9/d908158e-ad5d-4567-9e34-e15f5c02289a&w=300
Appartements,"A LOUER S+1 - CITE EL WAHAT - 50362627 - FB.5752","850 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5b/5b755845-e4ed-47fc-9d8f-1e6916ee2cb7&w=300
"Jeux vidéo et Consoles","PS4 Pro importé de France 🇫🇷","900 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=00/00ce0776-8e6c-4448-a26f-97ced0203e23&w=300
Appartements,"APPART S1 MEUBLE A BOUMHAL","120 TND","Ben Arous, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=53/53538203-71d1-4850-a456-926717ad07ab&w=300
Voitures,"Suzuki Celerio BVA 29m.km","123 TND","Ariana, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=aa/aaa63f2c-119e-4864-b5cf-9ed0b47304b8&w=300
"Terrains et Fermes","Des terrains approuvés coté mer","315900 TND","Sousse, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=de/deda4b43-6439-43ff-a284-4f2150723e06&w=100&w=300
Téléphones,"iPhone 12","1230 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=82/82b41d90-e582-434d-a0ae-99af1d7d7ec7&w=300
"Jeux vidéo et Consoles","PS4 Pro 4K 1To toujours disponible chez GEEK ZONE avec garantie 03 mois","900 TND","Ariana, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=31/31255d1e-7d04-4afb-9df8-e07495bd164c&w=300
"Ordinateurs portables","💖🔥Pc Portable Lenovo 4Gb /2h charge 💖🔥","340 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=99/995324ae-1eb8-497e-b86f-71da621617dd&w=300
Téléphones,"iPhone 15 cacheté importé 🇫🇷","2700 TND","Ariana, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=6b/6b07d2e1-a80f-4f87-81cb-3da56712b45d&w=300
"Locations de vacances","Kelibia maison pieds dans l'eau à Ain grenz ","120 TND","Nabeul, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=8c/8c481656-8f0e-48d3-bee6-e5cc21541eb2&w=300
"Jeux vidéo et Consoles","Nouvelle arrivage Playstation 4 avec Garantie 3 mois","700 TND","Ariana, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d4/d4145ca5-5aea-484a-85b7-e9a9aa8b3576&w=300
"Offres d'emploi","assistante administrative "," TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=20/2093f64a-f684-4be1-97d0-92c13b0b9b96&w=300
Voitures,"c15 ","6200 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=2d/2dfec6ac-5aa8-4f47-87b3-317c2e8ff3d5&w=300
"Ordinateurs portables","HP Elite mini pc core i7/4gb","340 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=8c/8c5acd0f-29a9-4e40-8e1f-9d9b5b69f7a5&w=300
"Appareils photo et Caméras","DANS L'EMBALLAGE Trépied Marque Benro System GoPlus Travel+ROTULE MANFROTTO MHXPRO-3W ROTULE 3D","850 TND","Ben Arous, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=4f/4f454797-3ee8-47ed-93b6-febbdeba59bf&w=300
Appartements,"s1 meublé ","1550 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=78/78a71516-c91c-4348-b6c7-734132345780&w=300
"Ordinateurs portables","macbook air retina touch id+possibilité facilité ","1111 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c4/c4ecb9a9-e750-4487-bef1-03c672fd1116&w=300
Téléphones,"iPhone 15 cacheté importé 🇫🇷","2700 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=8b/8b6fe1c4-1efa-4894-bc04-7fe239e90dac&w=300
Téléphones,"Enco air 2 Oppo ","120 TND","La Manouba, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b3/b324d2cc-a7be-4c51-8f1e-88228469a317&w=300
Appartements,"APPART S+2 A BASSATINE","450 TND","Ben Arous, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=94/942ae14f-a2f2-4088-8e9e-ab47bebb5032&w=300
"Maisons et Villas","maison a vendre","185000000 TND","La Manouba, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5a/5a9dd635-26bd-4770-827e-c5180c941cc9&w=300
"Maisons et Villas","A louer une villa avec piscine à Gammarth ","7000 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=70/704642bb-d404-4356-9415-596b15edce1d.png&w=100&w=300
"Jeux vidéo et Consoles","✨️✨️ Playstation 4 PS4 Slim Patché v9.0, stockage 500Go / 1To","1150 TND","Ariana, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=60/60742216-1dbe-4507-9803-160ff93fe26e&w=300
Appartements,"Appartement à El Menzeh 7 à louer","980 TND","Ariana, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b4/b4f6c716-c3fa-4f86-a7ce-bee6c983bf9c&w=300
"Ordinateurs portables","Fujitsu i7-3ém-4Gb-500Gb-Avec chargeur sans batterie ","440 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=4b/4b880270-3ec2-4f87-a160-2ae8deba15d0&w=300
Appartements,"REZ DE CHAUSSEE S+3 A BOUMHAL","500 TND","Ben Arous, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f5/f5529b61-dd99-4c2e-b273-f08d91fd72c5&w=300
"Ordinateurs portables","I5 ** dell optiplex * 3 éme génération * 4 Géga ** 500 **très bon état**écran 19/20/22 p","499 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b6/b619f031-d0c4-4574-a1cc-091cab3b19eb&w=300
Voitures,"Seat Altea XL ","41500 TND","Ariana, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=6a/6acfbed3-f6c3-4182-8b46-4035f5a20748&w=300
"Ordinateurs portables","Deux SERVEUR dell POWEREDGE","99 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=66/66f680e6-3362-4465-a7f2-fd4a00174dba&w=300
"Ordinateurs portables"," PC hp compact Core 2 duo complet 220 dt ","220 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ca/cad9ea45-ad3f-4b60-9006-bef1ee9f8510&w=300
"Offres d'emploi"," un chauffeur"," TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=24/243d8b4a-c067-4ae1-b7f3-cd2d2e047e47&w=300
Appartements,"location vacances à Tunis Aouina appartement une chambre salon par jour luxueux ","80 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=17/1748f024-ffd0-4562-8d63-823ad88a21fb&w=300
"Maisons et Villas","Une maison meublée s+3 au rez de chaussée à corniche ,Bizerte"," TND","Bizerte, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=a4/a4776347-1a61-4998-8cf7-a4f61b847b6b&w=300
Appartements,"appartement s+3 vue sur mer a kélibia ","290000 TND","Nabeul, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ab/abd118d2-b938-4572-be9b-d29ffc278fba&w=100&w=300
Appartements,"APPART S+3 A BASSATINE","900 TND","Ben Arous, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=e3/e301ab58-f84e-4f64-a9ea-c6b81c4cb6fe&w=300
"Ordinateurs portables","Ordinateur Dell vostro i5 4/8 Géga HDD 500","450 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=63/6360f226-0ced-4ac7-a1de-b1475c4ddb4a&w=300
Voitures,"BMW SÉRIE 2 218i Pack M bva toit pano"," TND","La Manouba, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5a/5a09415c-b16e-44a7-8b52-b1a8bb3063f5&w=300
"Offres d'emploi"," gestionnaire de stock"," TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=71/71ea0b04-5d70-4653-b852-32b845ef4de3&w=300
Téléphones,"iphone 13 Pro 128 Gb Sierra Blue very good condition","1900 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=a2/a2858b05-b634-405d-978d-f5eb8dc237b7&w=300
"Pièces et Accessoires pour véhicules","Av Feux arrière droit mercedes Classe C W204","380 TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=22/224c5a03-bb79-4e59-83d3-683679e64447&w=300
"Ordinateurs portables","Macbook pro 13.3 pouces Touch Bar Silver +possibilité facilite"," TND","Tunis, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ec/ecd5abd0-571f-4a15-86c7-1a4e90b8a507&w=300
Bateaux,"GPS outdoor Garmin Etrex10","450 TND","Monastir, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f0/f0ae4a8e-0d6c-4f3f-bff1-b3cf18f3b4b5&w=300
"Jeux vidéo et Consoles","Promo cartes PSN","5 TND","Ariana, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f7/f7de1e37-0f34-4ae0-9e07-f560a6ed2365&w=300
"Terrains et Fermes","Terrain à djerba Houmet Souk El HACHAN titre foncier individuel "," TND","Médenine, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=e9/e9d838f8-91cd-4711-bd4e-861887cee40d&w=300
Voitures,"Hyundai i10","34000 TND","Sousse, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=a5/a52d4948-2883-42b2-ae02-0c3536508e5a&w=300
"Maisons et Villas","Étage de villa spacieux S+4 l'escale Ariana ","1150 TND","Ariana, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=87/87e2d87f-3059-4690-a269-24e924aa0ea2&w=300
"Appareils photo et Caméras","VDS Matériels ELINCHROM complet d’éclairage studio photographique professionnel se composant de :","3000 TND","Ben Arous, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=00/00c4503e-496e-40d9-96c6-f3a42fb20e6b&w=300
"Jeux vidéo et Consoles","Playstation VR PSVR v2 compatible PS4/PS5","800 TND","Ariana, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=9d/9ddd1e1f-e85b-4833-8fa6-b92853b41064&w=300
Appartements,"REZ DE CHAUSSEE S+2 A BASSATINE","550 TND","Ben Arous, 15 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=69/6925d050-7b19-4253-83b4-a422979c6643&w=300
